landmark_name,type,x,y,z,visibility
NOSE,pose,0.4750792980194092,0.189087688922882,-0.7412551045417786,0.9999247789382936
LEFT_EYE_INNER,pose,0.5077319145202637,0.1576150059700012,-0.6604807376861572,0.9998862743377686
LEFT_EYE,pose,0.5293281078338623,0.1576173305511474,-0.6606561541557312,0.9999059438705444
LEFT_EYE_OUTER,pose,0.5462536811828613,0.1580497026443481,-0.6599357724189758,0.999891996383667
RIGHT_EYE_INNER,pose,0.4481642246246338,0.1585701704025268,-0.6627838611602783,0.9998468160629272
RIGHT_EYE,pose,0.4277522265911102,0.1596040725708007,-0.6625818610191345,0.9998670816421508
RIGHT_EYE_OUTER,pose,0.4101009666919708,0.1608216762542724,-0.6630921363830566,0.9998304843902588
LEFT_EAR,pose,0.5775974988937378,0.1819875240325927,-0.1994124203920364,0.9998824596405028
RIGHT_EAR,pose,0.392870545387268,0.1809663772583007,-0.1986594647169113,0.9998323917388916
MOUTH_LEFT,pose,0.5197699666023254,0.2373236417770385,-0.5844507813453674,0.9999293088912964
MOUTH_RIGHT,pose,0.4413484930992126,0.2394005060195922,-0.5841830372810364,0.9998822212219238
LEFT_SHOULDER,pose,0.7105839848518372,0.4324591159820556,-0.0109254848212003,0.9999624490737916
RIGHT_SHOULDER,pose,0.2943000793457031,0.4322556853294372,-0.0858539342880249,0.9997934699058532
LEFT_ELBOW,pose,0.8208826184272766,0.7915162444114685,-0.3772367537021637,0.997628390789032
RIGHT_ELBOW,pose,0.1775397658348083,0.7087493538856506,-0.8325677514076233,0.998068869113922
LEFT_WRIST,pose,0.7615179419517517,0.6764099597930908,-1.0997787714004517,0.9994933605194092
RIGHT_WRIST,pose,0.3027559220790863,0.37842857837677,-1.804191827774048,0.9995678067207336
LEFT_PINKY,pose,0.7437655329704285,0.6347363591194153,-1.2492610216140747,0.9982738494873048
RIGHT_PINKY,pose,0.3213169574737549,0.2921591401100158,-1.976844429969788,0.9983069896697998
