landmark_name,type,x,y,z,visibility
NOSE,pose,0.4983612895011902,0.2513103485107422,-1.1792961359024048,0.9998010993003844
LEFT_EYE_INNER,pose,0.5264702439308167,0.2136892676353454,-1.1352258920669556,0.9997712969779968
LEFT_EYE,pose,0.5410006046295166,0.2119389772415161,-1.1355159282684326,0.9997738003730774
LEFT_EYE_OUTER,pose,0.5572031736373901,0.210695207118988,-1.1354303359985352,0.9997640252113342
RIGHT_EYE_INNER,pose,0.4696332514286041,0.2194108963012695,-1.11011803150177,0.9997130036354064
RIGHT_EYE,pose,0.4491098821163177,0.2214173078536987,-1.1098521947860718,0.9996598958969116
RIGHT_EYE_OUTER,pose,0.4295568466186523,0.2230526208877563,-1.1101762056350708,0.9996572732925416
LEFT_EAR,pose,0.5843658447265625,0.2264018654823303,-0.6972830891609192,0.9998185038566588
RIGHT_EAR,pose,0.4081475436687469,0.2422742843627929,-0.561888575553894,0.9996435642242432
MOUTH_LEFT,pose,0.5373477339744568,0.292605459690094,-1.0095393657684326,0.999919891357422
MOUTH_RIGHT,pose,0.4653458297252655,0.2980784773826599,-0.9732705354690552,0.9998571872711182
LEFT_SHOULDER,pose,0.716318666934967,0.4263987839221954,-0.4880064725875854,0.9995593428611756
RIGHT_SHOULDER,pose,0.3124406039714813,0.4273976683616638,-0.1599141657352447,0.9993071556091307
LEFT_ELBOW,pose,0.800115704536438,0.7657575607299805,-0.9747743606567384,0.9951871633529664
RIGHT_ELBOW,pose,0.2173275053501129,0.7301443815231323,-0.6376632452011108,0.9939941763877868
LEFT_WRIST,pose,0.6114831566810608,0.6112872362136841,-1.6554092168807983,0.9984517097473145
RIGHT_WRIST,pose,0.4069202840328216,0.5401811003684998,-1.4943245649337769,0.9973691701889038
LEFT_PINKY,pose,0.5602195262908936,0.556063175201416,-1.7993632555007937,0.9909002780914308
RIGHT_PINKY,pose,0.4605574607849121,0.4621663391590118,-1.623608946800232,0.986879289150238
LEFT_INDEX,pose,0.550948441028595,0.5080537796020508,-1.7053008079528809,0.9893607497215272
RIGHT_INDEX,pose,0.4634010791778564,0.4194426536560058,-1.5286707878112793,0.98384827375412
LEFT_THUMB,pose,0.5623433589935303,0.5299246311187744,-1.6245179176330566,0.9897425770759584
