landmark_name,type,x,y,z,visibility
NOSE,pose,0.5129192471504211,0.2562636137008667,-1.1177818775177002,0.9996675252914428
LEFT_EYE_INNER,pose,0.5412655472755432,0.2125447392463684,-1.0811116695404053,0.9995506405830384
LEFT_EYE,pose,0.5575800538063049,0.2107619643211364,-1.0813579559326172,0.9995428323745728
LEFT_EYE_OUTER,pose,0.5720862746238708,0.20935720205307,-1.0812453031539917,0.9994526505470276
RIGHT_EYE_INNER,pose,0.4796746373176574,0.217928409576416,-1.062518835067749,0.9995416402816772
RIGHT_EYE,pose,0.4624545276165008,0.2198895812034607,-1.0624189376831057,0.9995310306549072
RIGHT_EYE_OUTER,pose,0.4462831914424896,0.2215810418128967,-1.06277596950531,0.9995163679122924
LEFT_EAR,pose,0.6012541651725769,0.2219988703727722,-0.671845018863678,0.9995129108428956
RIGHT_EAR,pose,0.4302198886871338,0.2391785383224487,-0.5716365575790405,0.9994910955429076
MOUTH_LEFT,pose,0.5511671304702759,0.296525776386261,-0.9542648792266846,0.9998703002929688
MOUTH_RIGHT,pose,0.479568749666214,0.2999930381774902,-0.9267549514770508,0.999858021736145
LEFT_SHOULDER,pose,0.7283732295036316,0.4247824549674988,-0.4105089604854584,0.999646544456482
RIGHT_SHOULDER,pose,0.3276365399360657,0.4291524887084961,-0.2213667184114456,0.99971741437912
LEFT_ELBOW,pose,0.8094899654388428,0.7851533889770508,-0.6720274686813354,0.9802554845809937
RIGHT_ELBOW,pose,0.2324185371398925,0.7601126432418823,-0.7255920171737671,0.9947248101234436
LEFT_WRIST,pose,0.6183542013168335,0.6755218505859375,-1.2268438339233398,0.9909014701843262
RIGHT_WRIST,pose,0.4329872727394104,0.6077072620391846,-1.6785932779312134,0.9932786822319032
LEFT_PINKY,pose,0.5637500286102295,0.6591025590896606,-1.3518376350402832,0.9600273966789246
RIGHT_PINKY,pose,0.4858796000480652,0.585101842880249,-1.8337602615356443,0.9698810577392578
LEFT_INDEX,pose,0.5542922616004944,0.6056001782417297,-1.291614294052124,0.9530718922615052
RIGHT_INDEX,pose,0.4998620450496673,0.5500964522361755,-1.770478367805481,0.9650683999061584
LEFT_THUMB,pose,0.563414990901947,0.6086405515670776,-1.204802632331848,0.956348717212677
RIGHT_THUMB,pose,0.4912759661674499,0.5618757009506226,-1.6669044494628906,0.9637476801872252
LEFT_HIP,pose,0.6559943556785583,0.935584306716919,-0.0756587386131286,0.926426649093628
RIGHT_HIP,pose,0.3880087733268738,0.9392331838607788,0.0787117555737495,0.9263023734092712
LEFT_KNEE,pose,0.6494655013084412,1.3011915683746338,0.3071373403072357,0.0344724543392658
RIGHT_KNEE,pose,0.3670412302017212,1.2955924272537231,0.63212651014328,0.0600510835647583
LEFT_ANKLE,pose,0.6417880058288574,1.6151974201202393,1.144839882850647,0.0022044731304049
RIGHT_ANKLE,pose,0.3811589777469635,1.607526421546936,1.4541754722595217,0.0017379001947119
LEFT_HEEL,pose,0.6510072946548462,1.6689469814300537,1.2008439302444458,0.0030977451242506
RIGHT_HEEL,pose,0.3750454187393188,1.6567349433898926,1.526029348373413,0.0053194034844636
LEFT_FOOT_INDEX,pose,0.6012502908706665,1.7242047786712646,0.6679153442382812,0.0012946391943842
RIGHT_FOOT_INDEX,pose,0.4153883755207062,1.728961944580078,0.9667454957962036,0.0051961024291813
FACE_0,face,0.5039652585983276,0.285088300704956,-0.0221435073763132,
FACE_1,face,0.5013762712478638,0.2575331628322601,-0.0392117574810981,
